schoolid,schoolName,urban,charter,schPctnonw,schPctsped,schPctfree,year08,MathAvgScore
Dtype 1 Dnum 206 Snum 160,VOYAGER ELEMENTARY,1,0,0,0.117647059,0.308823529,1,660.2
Dtype 1 Dnum 206 Snum 160,VOYAGER ELEMENTARY,1,0,0,0.117647059,0.308823529,2,655.8
Dtype 1 Dnum 207 Snum 1,BRANDON ELEMENTARY,0,0,0.105263158,0.105263158,0.473684211,0,658.6
Dtype 1 Dnum 207 Snum 1,BRANDON ELEMENTARY,0,0,0.105263158,0.105263158,0.473684211,1,662.8
Dtype 1 Dnum 207 Snum 1,BRANDON ELEMENTARY,0,0,0.105263158,0.105263158,0.473684211,2,660
Dtype 1 Dnum 2071 Snum 10,LK CRYSTAL WELCOME MEMORIAL EL.,0,0,0.03125,0.15625,0.390625,0,655.3
Dtype 1 Dnum 2071 Snum 10,LK CRYSTAL WELCOME MEMORIAL EL.,0,0,0.03125,0.15625,0.390625,1,657.6
Dtype 1 Dnum 2071 Snum 10,LK CRYSTAL WELCOME MEMORIAL EL.,0,0,0.03125,0.15625,0.390625,2,655.7
Dtype 1 Dnum 208 Snum 1,EVANSVILLE ELEMENTARY,0,0,0,0.066666667,0.6,0,NA
Dtype 1 Dnum 208 Snum 1,EVANSVILLE ELEMENTARY,0,0,0,0.066666667,0.6,1,657.2
Dtype 1 Dnum 208 Snum 1,EVANSVILLE ELEMENTARY,0,0,0,0.066666667,0.6,2,663.2
Dtype 1 Dnum 2125 Snum 2,TRITON MIDDLE SCHOOL,1,0,0.180555556,0.069444444,0.361111111,0,651.2
Dtype 1 Dnum 2125 Snum 2,TRITON MIDDLE SCHOOL,1,0,0.180555556,0.069444444,0.361111111,1,654.5
Dtype 1 Dnum 2125 Snum 2,TRITON MIDDLE SCHOOL,1,0,0.180555556,0.069444444,0.361111111,2,653.8
Dtype 1 Dnum 213 Snum 10,OSAKIS ELEMENTARY,0,0,0.049180328,0.163934426,0.442622951,0,657.9
Dtype 1 Dnum 213 Snum 10,OSAKIS ELEMENTARY,0,0,0.049180328,0.163934426,0.442622951,1,659.9
Dtype 1 Dnum 213 Snum 10,OSAKIS ELEMENTARY,0,0,0.049180328,0.163934426,0.442622951,2,658.6
Dtype 1 Dnum 2134 Snum 10,UNITED SOUTH CENTRAL ELEMENTARY,0,0,0.142857143,0.071428571,0.517857143,0,NA
Dtype 1 Dnum 2134 Snum 10,UNITED SOUTH CENTRAL ELEMENTARY,0,0,0.142857143,0.071428571,0.517857143,1,648.5
Dtype 1 Dnum 2134 Snum 10,UNITED SOUTH CENTRAL ELEMENTARY,0,0,0.142857143,0.071428571,0.517857143,2,650.5
Dtype 1 Dnum 2135 Snum 30,MAPLE RIVER MIDDLE SCHOOL,0,0,0.071428571,0.107142857,0.44047619,0,655.8
Dtype 1 Dnum 2135 Snum 30,MAPLE RIVER MIDDLE SCHOOL,0,0,0.071428571,0.107142857,0.44047619,1,659.6
Dtype 1 Dnum 2135 Snum 30,MAPLE RIVER MIDDLE SCHOOL,0,0,0.071428571,0.107142857,0.44047619,2,658.7
Dtype 1 Dnum 2137 Snum 20,KINGSLAND MIDDLE,0,0,0,0,0.418181818,0,654.1
Dtype 1 Dnum 2137 Snum 20,KINGSLAND MIDDLE,0,0,0,0,0.418181818,1,653.5
Dtype 1 Dnum 2137 Snum 20,KINGSLAND MIDDLE,0,0,0,0,0.418181818,2,658.7
Dtype 1 Dnum 2142 Snum 10,BABBITT ELEMENTARY,1,0,0,0.24137931,0.689655172,0,652.9
Dtype 1 Dnum 2142 Snum 10,BABBITT ELEMENTARY,1,0,0,0.24137931,0.689655172,1,651.6
Dtype 1 Dnum 2142 Snum 10,BABBITT ELEMENTARY,1,0,0,0.24137931,0.689655172,2,650.1
Dtype 1 Dnum 2142 Snum 100,COTTON ELEMENTARY,1,0,0.076923077,0,0.384615385,0,NA
Dtype 1 Dnum 2142 Snum 100,COTTON ELEMENTARY,1,0,0.076923077,0,0.384615385,1,649.7
Dtype 1 Dnum 2142 Snum 100,COTTON ELEMENTARY,1,0,0.076923077,0,0.384615385,2,654.9
Dtype 1 Dnum 2142 Snum 114,COOK ELEMENTARY,1,0,0.029411765,0.147058824,0.411764706,0,653.5
Dtype 1 Dnum 2142 Snum 114,COOK ELEMENTARY,1,0,0.029411765,0.147058824,0.411764706,1,645.4
Dtype 1 Dnum 2142 Snum 114,COOK ELEMENTARY,1,0,0.029411765,0.147058824,0.411764706,2,653.3
Dtype 1 Dnum 2142 Snum 142,ORR ELEMENTARY,1,0,0.25,0.25,0.5625,0,650.9
Dtype 1 Dnum 2142 Snum 142,ORR ELEMENTARY,1,0,0.25,0.25,0.5625,1,642.6
Dtype 1 Dnum 2142 Snum 142,ORR ELEMENTARY,1,0,0.25,0.25,0.5625,2,656
Dtype 1 Dnum 2142 Snum 16,ALBROOK ELEMENTARY,1,0,0.214285714,0.142857143,0.571428571,0,647.7
Dtype 1 Dnum 2142 Snum 16,ALBROOK ELEMENTARY,1,0,0.214285714,0.142857143,0.571428571,1,647.9
Dtype 1 Dnum 2142 Snum 16,ALBROOK ELEMENTARY,1,0,0.214285714,0.142857143,0.571428571,2,655.4
Dtype 1 Dnum 2142 Snum 20,TOWER-SOUDAN ELEMENTARY,1,0,0.357142857,0.214285714,0.571428571,0,650
Dtype 1 Dnum 2142 Snum 20,TOWER-SOUDAN ELEMENTARY,1,0,0.357142857,0.214285714,0.571428571,1,648
Dtype 1 Dnum 2142 Snum 20,TOWER-SOUDAN ELEMENTARY,1,0,0.357142857,0.214285714,0.571428571,2,653.9
Dtype 1 Dnum 2142 Snum 96,CHERRY ELEMENTARY,1,0,0.096774194,0.064516129,0.387096774,0,654.2
Dtype 1 Dnum 2142 Snum 96,CHERRY ELEMENTARY,1,0,0.096774194,0.064516129,0.387096774,1,652.6
Dtype 1 Dnum 2142 Snum 96,CHERRY ELEMENTARY,1,0,0.096774194,0.064516129,0.387096774,2,662.3
Dtype 1 Dnum 2143 Snum 10,MORRISTOWN ELEMENTARY,0,0,0.042253521,0.197183099,0.338028169,0,649.7
Dtype 1 Dnum 2143 Snum 10,MORRISTOWN ELEMENTARY,0,0,0.042253521,0.197183099,0.338028169,1,646.5
Dtype 1 Dnum 2143 Snum 10,MORRISTOWN ELEMENTARY,0,0,0.042253521,0.197183099,0.338028169,2,650.9
Dtype 1 Dnum 2144 Snum 3,CHISAGO LAKES MIDDLE,1,0,0.046263345,0.081850534,0.24911032,0,657.3
Dtype 1 Dnum 2144 Snum 3,CHISAGO LAKES MIDDLE,1,0,0.046263345,0.081850534,0.24911032,1,658.1
Dtype 1 Dnum 2144 Snum 3,CHISAGO LAKES MIDDLE,1,0,0.046263345,0.081850534,0.24911032,2,659.2
Dtype 1 Dnum 2149 Snum 60,MINNEWASKA AREA MIDDLE,0,0,0.041666667,0.208333333,0.430555556,0,655.8
Dtype 1 Dnum 2149 Snum 60,MINNEWASKA AREA MIDDLE,0,0,0.041666667,0.208333333,0.430555556,1,655.6
Dtype 1 Dnum 2149 Snum 60,MINNEWASKA AREA MIDDLE,0,0,0.041666667,0.208333333,0.430555556,2,656.4
Dtype 1 Dnum 2154 Snum 20,NELLE SHEAN ELEMENTARY,1,0,0.023809524,0.083333333,0.369047619,0,652
Dtype 1 Dnum 2154 Snum 20,NELLE SHEAN ELEMENTARY,1,0,0.023809524,0.083333333,0.369047619,1,649.1
Dtype 1 Dnum 2154 Snum 20,NELLE SHEAN ELEMENTARY,1,0,0.023809524,0.083333333,0.369047619,2,650.9
Dtype 1 Dnum 2155 Snum 2,WADENA-DEER CREEK ELEMENTARY,1,0,0.072463768,0.086956522,0.594202899,0,656
Dtype 1 Dnum 2155 Snum 2,WADENA-DEER CREEK ELEMENTARY,1,0,0.072463768,0.086956522,0.594202899,1,653.2
Dtype 1 Dnum 2155 Snum 2,WADENA-DEER CREEK ELEMENTARY,1,0,0.072463768,0.086956522,0.594202899,2,653.2
Dtype 1 Dnum 2159 Snum 20,BUFFALO LAKE-HECTOR SECONDARY,0,0,0.083333333,0.166666667,0.375,0,654
Dtype 1 Dnum 2159 Snum 20,BUFFALO LAKE-HECTOR SECONDARY,0,0,0.083333333,0.166666667,0.375,1,650.2
Dtype 1 Dnum 2159 Snum 20,BUFFALO LAKE-HECTOR SECONDARY,0,0,0.083333333,0.166666667,0.375,2,646.5
Dtype 1 Dnum 2164 Snum 1,DILWORTH ELEMENTARY,1,0,0.2,0.02,0.38,0,652.6
Dtype 1 Dnum 2164 Snum 1,DILWORTH ELEMENTARY,1,0,0.2,0.02,0.38,1,653.1
Dtype 1 Dnum 2164 Snum 1,DILWORTH ELEMENTARY,1,0,0.2,0.02,0.38,2,654.8
Dtype 1 Dnum 2164 Snum 2,GLYNDON-FELTON ELEMENTARY,1,0,0.078947368,0.131578947,0.052631579,0,660.8
Dtype 1 Dnum 2164 Snum 2,GLYNDON-FELTON ELEMENTARY,1,0,0.078947368,0.131578947,0.052631579,1,654.2
Dtype 1 Dnum 2164 Snum 2,GLYNDON-FELTON ELEMENTARY,1,0,0.078947368,0.131578947,0.052631579,2,657.2
Dtype 1 Dnum 2165 Snum 10,HINCKLEY ELEMENTARY,0,0,0.155172414,0.051724138,0.568965517,0,647.4
Dtype 1 Dnum 2165 Snum 10,HINCKLEY ELEMENTARY,0,0,0.155172414,0.051724138,0.568965517,1,641.8
Dtype 1 Dnum 2165 Snum 10,HINCKLEY ELEMENTARY,0,0,0.155172414,0.051724138,0.568965517,2,654.8
Dtype 1 Dnum 2165 Snum 30,FINLAYSON ELEMENTARY,0,0,0.090909091,0.181818182,0.545454545,0,644.5
Dtype 1 Dnum 2165 Snum 30,FINLAYSON ELEMENTARY,0,0,0.090909091,0.181818182,0.545454545,1,661.6
Dtype 1 Dnum 2165 Snum 30,FINLAYSON ELEMENTARY,0,0,0.090909091,0.181818182,0.545454545,2,658.7
Dtype 1 Dnum 2167 Snum 10,LAKEVIEW ELEMENTARY,0,0,0.034482759,0.034482759,0.379310345,0,655.7
Dtype 1 Dnum 2167 Snum 10,LAKEVIEW ELEMENTARY,0,0,0.034482759,0.034482759,0.379310345,1,654.1
Dtype 1 Dnum 2167 Snum 10,LAKEVIEW ELEMENTARY,0,0,0.034482759,0.034482759,0.379310345,2,649.4
Dtype 1 Dnum 2168 Snum 10,NRHEG ELEMENTARY,0,0,0.014285714,0.114285714,0.4,0,648.1
Dtype 1 Dnum 2168 Snum 10,NRHEG ELEMENTARY,0,0,0.014285714,0.114285714,0.4,1,650
Dtype 1 Dnum 2168 Snum 10,NRHEG ELEMENTARY,0,0,0.014285714,0.114285714,0.4,2,655.6
Dtype 1 Dnum 2169 Snum 10,MURRAY CO. CENTRAL ELEMENTARY,0,0,0.056603774,0.150943396,0.358490566,0,652.7
Dtype 1 Dnum 2169 Snum 10,MURRAY CO. CENTRAL ELEMENTARY,0,0,0.056603774,0.150943396,0.358490566,1,653.5
Dtype 1 Dnum 2169 Snum 10,MURRAY CO. CENTRAL ELEMENTARY,0,0,0.056603774,0.150943396,0.358490566,2,654.7
Dtype 1 Dnum 2170 Snum 50,MOTLEY-STAPLES MIDDLE,1,0,0.047619048,0.142857143,0.583333333,0,650.1
Dtype 1 Dnum 2170 Snum 50,MOTLEY-STAPLES MIDDLE,1,0,0.047619048,0.142857143,0.583333333,1,647.1
Dtype 1 Dnum 2170 Snum 50,MOTLEY-STAPLES MIDDLE,1,0,0.047619048,0.142857143,0.583333333,2,652.4
Dtype 1 Dnum 2171 Snum 15,KITTSON CENTRAL ELEMENTARY,0,0,0.210526316,0.210526316,0.315789474,0,659.8
Dtype 1 Dnum 2171 Snum 15,KITTSON CENTRAL ELEMENTARY,0,0,0.210526316,0.210526316,0.315789474,1,661.1
Dtype 1 Dnum 2171 Snum 15,KITTSON CENTRAL ELEMENTARY,0,0,0.210526316,0.210526316,0.315789474,2,658.1
Dtype 1 Dnum 2172 Snum 40,KENYON-WANAMINGO MIDDLE,0,0,0.063492063,0.047619048,0.253968254,0,653.2
Dtype 1 Dnum 2172 Snum 40,KENYON-WANAMINGO MIDDLE,0,0,0.063492063,0.047619048,0.253968254,1,649.3
Dtype 1 Dnum 2172 Snum 40,KENYON-WANAMINGO MIDDLE,0,0,0.063492063,0.047619048,0.253968254,2,660.6
Dtype 1 Dnum 2174 Snum 10,PINE RIVER-BACKUS ELEMENTARY,0,0,0.083333333,0.3,0.716666667,0,651.8
Dtype 1 Dnum 2174 Snum 10,PINE RIVER-BACKUS ELEMENTARY,0,0,0.083333333,0.3,0.716666667,1,648.5
Dtype 1 Dnum 2174 Snum 10,PINE RIVER-BACKUS ELEMENTARY,0,0,0.083333333,0.3,0.716666667,2,649.8
Dtype 1 Dnum 2176 Snum 10,WARREN ELEMENTARY,0,0,0.0625,0.09375,0.34375,0,654.4
Dtype 1 Dnum 2176 Snum 10,WARREN ELEMENTARY,0,0,0.0625,0.09375,0.34375,1,653.4
Dtype 1 Dnum 2176 Snum 10,WARREN ELEMENTARY,0,0,0.0625,0.09375,0.34375,2,654.5
Dtype 1 Dnum 2180 Snum 10,M.A.C.C.R.A.Y. EAST ELEMENTARY,0,0,0.133333333,0.433333333,0.433333333,0,656.4
Dtype 1 Dnum 2180 Snum 10,M.A.C.C.R.A.Y. EAST ELEMENTARY,0,0,0.133333333,0.433333333,0.433333333,1,657
Dtype 1 Dnum 2180 Snum 10,M.A.C.C.R.A.Y. EAST ELEMENTARY,0,0,0.133333333,0.433333333,0.433333333,2,655.2
Dtype 1 Dnum 2180 Snum 2,M.A.C.C.R.A.Y. WEST ELEMENTARY,0,0,0,0.214285714,0.464285714,0,653.4
Dtype 1 Dnum 2180 Snum 2,M.A.C.C.R.A.Y. WEST ELEMENTARY,0,0,0,0.214285714,0.464285714,1,663.9
Dtype 1 Dnum 2180 Snum 2,M.A.C.C.R.A.Y. WEST ELEMENTARY,0,0,0,0.214285714,0.464285714,2,658.9
Dtype 1 Dnum 2184 Snum 3,LUVERNE MIDDLE,1,0,0.076086957,0.130434783,0.402173913,0,653.9
Dtype 1 Dnum 2184 Snum 3,LUVERNE MIDDLE,1,0,0.076086957,0.130434783,0.402173913,1,650.8
Dtype 1 Dnum 2184 Snum 3,LUVERNE MIDDLE,1,0,0.076086957,0.130434783,0.402173913,2,653.4
Dtype 1 Dnum 2190 Snum 10,BERT RANEY ELEMENTARY,0,0,0.152173913,0.260869565,0.304347826,0,655.1
Dtype 1 Dnum 2190 Snum 10,BERT RANEY ELEMENTARY,0,0,0.152173913,0.260869565,0.304347826,1,653.8
Dtype 1 Dnum 2190 Snum 10,BERT RANEY ELEMENTARY,0,0,0.152173913,0.260869565,0.304347826,2,652.2
Dtype 1 Dnum 2198 Snum 30,FILLMORE CENTRAL MIDDLE,0,0,0.027777778,0.055555556,0.25,0,644.6
Dtype 1 Dnum 2198 Snum 30,FILLMORE CENTRAL MIDDLE,0,0,0.027777778,0.055555556,0.25,1,649.1
Dtype 1 Dnum 2198 Snum 30,FILLMORE CENTRAL MIDDLE,0,0,0.027777778,0.055555556,0.25,2,657.5
Dtype 1 Dnum 22 Snum 4,DETROIT LAKES MIDDLE,1,0,0.180904523,0.190954774,0.417085427,0,651.5
Dtype 1 Dnum 22 Snum 4,DETROIT LAKES MIDDLE,1,0,0.180904523,0.190954774,0.417085427,1,651.4
Dtype 1 Dnum 22 Snum 4,DETROIT LAKES MIDDLE,1,0,0.180904523,0.190954774,0.417085427,2,649.6
Dtype 1 Dnum 2215 Snum 10,NORMAN COUNTY EAST ELEMENTARY,0,0,0.12,0.12,0.68,0,650.7
Dtype 1 Dnum 2215 Snum 10,NORMAN COUNTY EAST ELEMENTARY,0,0,0.12,0.12,0.68,1,660.5
Dtype 1 Dnum 2215 Snum 10,NORMAN COUNTY EAST ELEMENTARY,0,0,0.12,0.12,0.68,2,659.3
Dtype 1 Dnum 227 Snum 2,CHATFIELD ELEMENTARY SCHOOL,0,0,0.039473684,0.065789474,0.184210526,0,653.8
Dtype 1 Dnum 227 Snum 2,CHATFIELD ELEMENTARY SCHOOL,0,0,0.039473684,0.065789474,0.184210526,1,651.5
Dtype 1 Dnum 227 Snum 2,CHATFIELD ELEMENTARY SCHOOL,0,0,0.039473684,0.065789474,0.184210526,2,652.9
Dtype 1 Dnum 229 Snum 10,LANESBORO ELEMENTARY,0,0,0,0.047619048,0.333333333,0,656.6
Dtype 1 Dnum 229 Snum 10,LANESBORO ELEMENTARY,0,0,0,0.047619048,0.333333333,1,658.1
Dtype 1 Dnum 229 Snum 10,LANESBORO ELEMENTARY,0,0,0,0.047619048,0.333333333,2,658.8
Dtype 1 Dnum 23 Snum 10,FRAZEE ELEMENTARY,0,0,0.103896104,0.207792208,0.61038961,0,654.3
Dtype 1 Dnum 23 Snum 10,FRAZEE ELEMENTARY,0,0,0.103896104,0.207792208,0.61038961,1,660.3
Dtype 1 Dnum 23 Snum 10,FRAZEE ELEMENTARY,0,0,0.103896104,0.207792208,0.61038961,2,667.2
Dtype 1 Dnum 2310 Snum 1,SIBLEY EAST-ARLINGTON ELEMENTARY,0,0,0.097560976,0.146341463,0.317073171,0,651.8
Dtype 1 Dnum 2310 Snum 1,SIBLEY EAST-ARLINGTON ELEMENTARY,0,0,0.097560976,0.146341463,0.317073171,1,654
Dtype 1 Dnum 2310 Snum 1,SIBLEY EAST-ARLINGTON ELEMENTARY,0,0,0.097560976,0.146341463,0.317073171,2,654.9
Dtype 1 Dnum 2310 Snum 10,SIBLEY EAST-GAYLORD ELEMENTARY,0,0,0.189189189,0.108108108,0.324324324,0,650
Dtype 1 Dnum 2310 Snum 10,SIBLEY EAST-GAYLORD ELEMENTARY,0,0,0.189189189,0.108108108,0.324324324,1,650.9
Dtype 1 Dnum 2310 Snum 10,SIBLEY EAST-GAYLORD ELEMENTARY,0,0,0.189189189,0.108108108,0.324324324,2,658.6
Dtype 1 Dnum 2311 Snum 10,CLEARBROOK-GONVICK ELEMENTARY,0,0,0.179487179,0.128205128,0.461538462,0,649.7
Dtype 1 Dnum 2311 Snum 10,CLEARBROOK-GONVICK ELEMENTARY,0,0,0.179487179,0.128205128,0.461538462,1,645
Dtype 1 Dnum 2311 Snum 10,CLEARBROOK-GONVICK ELEMENTARY,0,0,0.179487179,0.128205128,0.461538462,2,654.3
Dtype 1 Dnum 2342 Snum 4,WCA 5-6 ELEMENTARY,0,0,0.020833333,0.104166667,0.416666667,0,NA
Dtype 1 Dnum 2342 Snum 4,WCA 5-6 ELEMENTARY,0,0,0.020833333,0.104166667,0.416666667,1,NA
Dtype 1 Dnum 2342 Snum 4,WCA 5-6 ELEMENTARY,0,0,0.020833333,0.104166667,0.416666667,2,658.2
Dtype 1 Dnum 2358 Snum 10,KARLSTAD ELEMENTARY,0,0,0,0.181818182,0.454545455,0,652.5
Dtype 1 Dnum 2358 Snum 10,KARLSTAD ELEMENTARY,0,0,0,0.181818182,0.454545455,1,652.3
Dtype 1 Dnum 2358 Snum 10,KARLSTAD ELEMENTARY,0,0,0,0.181818182,0.454545455,2,654.4
Dtype 1 Dnum 2364 Snum 1,BELGRADE-BROOTEN-ELROSA ELEMENTARY,0,0,0.020833333,0.145833333,0.5,0,666.6
Dtype 1 Dnum 2364 Snum 1,BELGRADE-BROOTEN-ELROSA ELEMENTARY,0,0,0.020833333,0.145833333,0.5,1,657.2
Dtype 1 Dnum 2364 Snum 1,BELGRADE-BROOTEN-ELROSA ELEMENTARY,0,0,0.020833333,0.145833333,0.5,2,661.7
Dtype 1 Dnum 2365 Snum 2,G.F.W. MID.,0,0,0.224489796,0.102040816,0.306122449,0,652
Dtype 1 Dnum 2365 Snum 2,G.F.W. MID.,0,0,0.224489796,0.102040816,0.306122449,1,649.4
Dtype 1 Dnum 2365 Snum 2,G.F.W. MID.,0,0,0.224489796,0.102040816,0.306122449,2,653.5
Dtype 1 Dnum 238 Snum 1,MABEL-CANTON ELEMENTARY,0,0,0,0,0.294117647,0,657.2
Dtype 1 Dnum 238 Snum 1,MABEL-CANTON ELEMENTARY,0,0,0,0,0.294117647,1,656.9
Dtype 1 Dnum 238 Snum 1,MABEL-CANTON ELEMENTARY,0,0,0,0,0.294117647,2,657
Dtype 1 Dnum 239 Snum 3,RUSHFORD-PETERSON MIDDLE,0,0,0.022222222,0.133333333,0.488888889,0,652.8
Dtype 1 Dnum 239 Snum 3,RUSHFORD-PETERSON MIDDLE,0,0,0.022222222,0.133333333,0.488888889,1,654.9
Dtype 1 Dnum 239 Snum 3,RUSHFORD-PETERSON MIDDLE,0,0,0.022222222,0.133333333,0.488888889,2,660.9
Dtype 1 Dnum 2396 Snum 150,ACGC ELEMENTARY GRADES 5 AND 6,0,0,0.016666667,0.133333333,0.483333333,0,652.3
Dtype 1 Dnum 2396 Snum 150,ACGC ELEMENTARY GRADES 5 AND 6,0,0,0.016666667,0.133333333,0.483333333,1,647.5
Dtype 1 Dnum 2396 Snum 150,ACGC ELEMENTARY GRADES 5 AND 6,0,0,0.016666667,0.133333333,0.483333333,2,655.4
Dtype 1 Dnum 2397 Snum 20,LESUEUR-HENDERSON MIDDLE/HIGH SCHL.,1,0,0.186666667,0.093333333,0.4,0,648.9
Dtype 1 Dnum 2397 Snum 20,LESUEUR-HENDERSON MIDDLE/HIGH SCHL.,1,0,0.186666667,0.093333333,0.4,1,647
Dtype 1 Dnum 2397 Snum 20,LESUEUR-HENDERSON MIDDLE/HIGH SCHL.,1,0,0.186666667,0.093333333,0.4,2,651.1
Dtype 1 Dnum 241 Snum 110,HALVERSON ELEMENTARY,1,0,0.272727273,0.181818182,0.5,0,653.4
Dtype 1 Dnum 241 Snum 110,HALVERSON ELEMENTARY,1,0,0.272727273,0.181818182,0.5,1,659.1
Dtype 1 Dnum 241 Snum 110,HALVERSON ELEMENTARY,1,0,0.272727273,0.181818182,0.5,2,657.4
Dtype 1 Dnum 241 Snum 120,HAWTHORNE ELEMENTARY,1,0,0.230769231,0.134615385,0.461538462,0,651
Dtype 1 Dnum 241 Snum 120,HAWTHORNE ELEMENTARY,1,0,0.230769231,0.134615385,0.461538462,1,654.2
Dtype 1 Dnum 241 Snum 120,HAWTHORNE ELEMENTARY,1,0,0.230769231,0.134615385,0.461538462,2,653.6
Dtype 1 Dnum 241 Snum 130,LAKEVIEW ELEMENTARY,1,0,0.138461538,0.169230769,0.415384615,0,650.9
Dtype 1 Dnum 241 Snum 130,LAKEVIEW ELEMENTARY,1,0,0.138461538,0.169230769,0.415384615,1,654.3
Dtype 1 Dnum 241 Snum 130,LAKEVIEW ELEMENTARY,1,0,0.138461538,0.169230769,0.415384615,2,654.5
Dtype 1 Dnum 241 Snum 140,SIBLEY ELEMENTARY,1,0,0.134615385,0.076923077,0.519230769,0,659.5
Dtype 1 Dnum 241 Snum 140,SIBLEY ELEMENTARY,1,0,0.134615385,0.076923077,0.519230769,1,655.9
Dtype 1 Dnum 241 Snum 140,SIBLEY ELEMENTARY,1,0,0.134615385,0.076923077,0.519230769,2,655.8
Dtype 1 Dnum 242 Snum 2,ALDEN-CONGER ELEMENTARY,0,0,0.027777778,0.055555556,0.416666667,0,648.2
Dtype 1 Dnum 242 Snum 2,ALDEN-CONGER ELEMENTARY,0,0,0.027777778,0.055555556,0.416666667,1,641.6
Dtype 1 Dnum 242 Snum 2,ALDEN-CONGER ELEMENTARY,0,0,0.027777778,0.055555556,0.416666667,2,653.3
Dtype 1 Dnum 2448 Snum 15,TRIMONT ELEMENTARY,0,0,0,0.132075472,0.377358491,0,654.1
Dtype 1 Dnum 2448 Snum 15,TRIMONT ELEMENTARY,0,0,0,0.132075472,0.377358491,1,651.2
Dtype 1 Dnum 2448 Snum 15,TRIMONT ELEMENTARY,0,0,0,0.132075472,0.377358491,2,657
Dtype 1 Dnum 252 Snum 2,CANNON FALLS SEC.,1,0,0.077777778,0.088888889,0.222222222,0,650.8
Dtype 1 Dnum 252 Snum 2,CANNON FALLS SEC.,1,0,0.077777778,0.088888889,0.222222222,1,654.9
Dtype 1 Dnum 252 Snum 2,CANNON FALLS SEC.,1,0,0.077777778,0.088888889,0.222222222,2,656.4
Dtype 1 Dnum 2527 Snum 1,NORMAN COUNTY  WEST ELEMENTARY,0,0,0.238095238,0.19047619,0.571428571,0,651.6
Dtype 1 Dnum 2527 Snum 1,NORMAN COUNTY  WEST ELEMENTARY,0,0,0.238095238,0.19047619,0.571428571,1,651.2
Dtype 1 Dnum 2527 Snum 1,NORMAN COUNTY  WEST ELEMENTARY,0,0,0.238095238,0.19047619,0.571428571,2,657.5
Dtype 1 Dnum 253 Snum 1,GOODHUE ELEMENTARY,0,0,0.023255814,0.046511628,0.279069767,0,651.3
Dtype 1 Dnum 253 Snum 1,GOODHUE ELEMENTARY,0,0,0.023255814,0.046511628,0.279069767,1,654.3
Dtype 1 Dnum 253 Snum 1,GOODHUE ELEMENTARY,0,0,0.023255814,0.046511628,0.279069767,2,649.5
Dtype 1 Dnum 2534 Snum 15,BOLD-BIRD ISLAND ELEMENTARY,0,0,0.102040816,0.06122449,0.387755102,0,650.7
Dtype 1 Dnum 2534 Snum 15,BOLD-BIRD ISLAND ELEMENTARY,0,0,0.102040816,0.06122449,0.387755102,1,654.2
Dtype 1 Dnum 2534 Snum 15,BOLD-BIRD ISLAND ELEMENTARY,0,0,0.102040816,0.06122449,0.387755102,2,654.3
Dtype 1 Dnum 2536 Snum 15,GRANADA HUNTLEY EAST CHAIN ELEM.,0,0,0,0.125,0.5,0,658.5
Dtype 1 Dnum 2536 Snum 15,GRANADA HUNTLEY EAST CHAIN ELEM.,0,0,0,0.125,0.5,1,NA
Dtype 1 Dnum 2536 Snum 15,GRANADA HUNTLEY EAST CHAIN ELEM.,0,0,0,0.125,0.5,2,664
Dtype 1 Dnum 255 Snum 15,PINE ISLAND MIDDLE,0,0,0.05952381,0.107142857,0.273809524,0,651.2
Dtype 1 Dnum 255 Snum 15,PINE ISLAND MIDDLE,0,0,0.05952381,0.107142857,0.273809524,1,661.1
Dtype 1 Dnum 255 Snum 15,PINE ISLAND MIDDLE,0,0,0.05952381,0.107142857,0.273809524,2,654
Dtype 1 Dnum 256 Snum 109,TWIN BLUFF MIDDLE SCHOOL,1,0,0.129353234,0.104477612,0.293532338,0,654
Dtype 1 Dnum 256 Snum 109,TWIN BLUFF MIDDLE SCHOOL,1,0,0.129353234,0.104477612,0.293532338,1,652.7
Dtype 1 Dnum 256 Snum 109,TWIN BLUFF MIDDLE SCHOOL,1,0,0.129353234,0.104477612,0.293532338,2,656.7
Dtype 1 Dnum 2580 Snum 20,EAST CENTRAL MIDDLE SECONDARY,0,0,0.157894737,0.175438596,0.543859649,0,646.4
Dtype 1 Dnum 2580 Snum 20,EAST CENTRAL MIDDLE SECONDARY,0,0,0.157894737,0.175438596,0.543859649,1,643.3
Dtype 1 Dnum 2580 Snum 20,EAST CENTRAL MIDDLE SECONDARY,0,0,0.157894737,0.175438596,0.543859649,2,648.7
Dtype 1 Dnum 2609 Snum 10,WIN-E-MAC ELEMENTARY,0,0,0,0.166666667,0.472222222,0,659.9
Dtype 1 Dnum 2609 Snum 10,WIN-E-MAC ELEMENTARY,0,0,0,0.166666667,0.472222222,1,661.6
Dtype 1 Dnum 2609 Snum 10,WIN-E-MAC ELEMENTARY,0,0,0,0.166666667,0.472222222,2,662.9
Dtype 1 Dnum 261 Snum 10,ASHBY ELEMENTARY,0,0,0.047619048,0.238095238,0.428571429,0,650.6
Dtype 1 Dnum 261 Snum 10,ASHBY ELEMENTARY,0,0,0.047619048,0.238095238,0.428571429,1,655.1
Dtype 1 Dnum 261 Snum 10,ASHBY ELEMENTARY,0,0,0.047619048,0.238095238,0.428571429,2,647.5
Dtype 1 Dnum 264 Snum 1,HERMAN ELEMENTARY,0,0,0,1,1,0,655.5
