id,number_of_reviews,days,room_type,price
14479761,12,1460,Entire home/apt,100
13281571,0,637,Entire home/apt,200
4691130,78,857,Private room,70
15984242,1,308,Private room,42
15957550,0,1054,Shared room,55
16161905,0,737,Entire home/apt,135
15496263,29,173,Entire home/apt,122
11651505,57,393,Private room,66
16063030,1,2499,Entire home/apt,160
256049,8,2024,Private room,976
11148673,68,1053,Private room,62
8114144,2,1254,Entire home/apt,120
17634107,0,1257,Private room,120
14162498,7,1558,Private room,39
8132897,8,2002,Entire home/apt,155
16282360,4,1530,Entire home/apt,275
16351554,0,312,Entire home/apt,250
14471513,1,1748,Entire home/apt,135
10137679,82,468,Private room,69
63891,11,2428,Private room,40
8683610,8,764,Entire home/apt,250
850338,90,1566,Entire home/apt,165
7857504,26,1398,Private room,50
17362655,0,1457,Entire home/apt,340
13812391,5,529,Shared room,91
6502493,5,1085,Entire home/apt,250
12687912,18,342,Entire home/apt,250
4901568,77,2134,Private room,90
16718774,0,82,Private room,85
15438857,18,1516,Entire home/apt,225
12562244,0,1531,Entire home/apt,200
7324832,5,2248,Private room,129
5510725,17,1354,Entire home/apt,160
6234539,41,1903,Private room,85
757007,1,1817,Entire home/apt,175
15611547,4,368,Entire home/apt,250
10332161,2,456,Private room,35
14366918,7,918,Private room,95
7602400,6,1755,Entire home/apt,180
14769785,5,266,Private room,60
8405555,22,565,Private room,65
25235,119,2587,Entire home/apt,100
13789192,15,1615,Private room,89
1817807,0,1264,Private room,75
16156563,9,125,Entire home/apt,499
4144823,1,927,Entire home/apt,250
9846660,5,3317,Entire home/apt,80
1244136,75,1396,Private room,58
12360754,1,374,Entire home/apt,120
11305912,4,2273,Private room,250
354514,83,2012,Entire home/apt,150
1203737,56,1877,Entire home/apt,180
1628156,88,1305,Entire home/apt,175
4469264,76,1222,Private room,80
13667835,1,283,Entire home/apt,150
628078,5,1707,Entire home/apt,95
3743783,2,1403,Private room,70
3019237,2,1370,Entire home/apt,414
14870802,10,677,Private room,100
196100,43,2061,Private room,60
14938707,0,683,Private room,302
6897911,28,2628,Private room,90
7199258,69,1177,Entire home/apt,125
6611380,3,2847,Private room,95
11462944,0,537,Entire home/apt,140
11753116,28,490,Shared room,44
9390885,1,1071,Private room,65
13816362,1,976,Private room,80
478385,80,1785,Entire home/apt,155
6969425,4,1122,Private room,61
12853400,22,1138,Entire home/apt,200
668691,28,1682,Private room,45
14449163,0,236,Private room,70
17776928,0,1273,Entire home/apt,350
3223080,0,1034,Entire home/apt,149
11098211,1,422,Entire home/apt,180
15867800,12,648,Private room,95
9218051,2,960,Private room,95
18007563,0,1,Private room,66
8009966,1,1669,Entire home/apt,120
17095846,0,188,Private room,55
11412104,1,405,Private room,45
13573052,7,1217,Entire home/apt,117
3457822,79,1477,Private room,45
17828457,1,115,Private room,49
10546606,0,647,Private room,45
15027830,0,957,Entire home/apt,500
1147836,31,1796,Private room,197
11564373,30,456,Entire home/apt,150
14556530,0,1389,Entire home/apt,118
17938933,0,313,Entire home/apt,150
12901480,42,331,Entire home/apt,179
12652964,2,1091,Private room,250
7836591,1,1197,Private room,70
13914226,1,1297,Entire home/apt,130
393016,98,1995,Private room,104
16630594,0,480,Private room,69
17464043,0,503,Shared room,175
2669366,32,1100,Private room,44
13910070,1,272,Shared room,32
13059872,2,1704,Private room,90
6656567,11,686,Private room,57
9331036,3,957,Private room,99
12207617,1,372,Entire home/apt,138
12231254,24,363,Private room,80
13625610,20,286,Entire home/apt,135
13424903,0,362,Shared room,50
14608900,11,227,Private room,80
6359496,0,753,Private room,79
11470210,67,402,Private room,50
16569022,0,93,Entire home/apt,189
2803981,11,1173,Private room,90
5196261,64,798,Entire home/apt,180
1386742,96,2750,Private room,89
12999167,9,967,Entire home/apt,158
5040218,4,811,Private room,65
14179691,1,864,Private room,39
4690677,11,981,Entire home/apt,110
9588699,0,1400,Private room,63
5276602,5,960,Private room,45
9445593,36,506,Entire home/apt,310
5965946,9,1582,Private room,65
9644978,0,494,Private room,120
6259905,1,704,Entire home/apt,50
12411380,8,355,Private room,50
2200247,3,1177,Private room,70
934002,56,2030,Private room,115
12999396,7,752,Private room,150
11873831,42,522,Private room,58
13246985,8,844,Private room,29
16649343,13,217,Private room,56
17189510,6,53,Entire home/apt,250
1864757,26,2429,Entire home/apt,600
1129483,22,1431,Entire home/apt,199
14227598,8,678,Entire home/apt,250
246030,76,2137,Private room,89
1183172,89,1416,Entire home/apt,155
10134285,32,2156,Private room,90
6784171,8,991,Private room,110
2080861,116,1205,Entire home/apt,177
8729771,94,1819,Entire home/apt,130
13725194,0,502,Private room,45
13735243,12,1587,Private room,49
12223759,23,367,Entire home/apt,200
16497914,0,107,Entire home/apt,270
13127582,1,591,Private room,100
2958412,32,1064,Entire home/apt,290
8326753,1,669,Private room,175
15702845,0,473,Private room,100
16155991,2,817,Entire home/apt,95
17813881,4,14,Private room,99
15860091,3,146,Private room,69
